index,단어,pt
1414,수저,0.0
1415,수준,0.0
1416,수집,0.0
1417,수출,0.0
1418,수컷,0.0
1419,수표,0.0
1420,수필,0.0
1421,수학,0.0
1422,수험생,0.0
1423,수화기,0.0
1424,숙녀,0.0
1425,숙소,0.0
1426,숙제,0.0
1427,순간,0.0
1428,순간적,0.0
1429,순서,0.0
1430,순수,0.0
1431,순식간,0.0
1432,순위,0.0
1433,숟가락,0.0
1434,술병,0.0
1435,술자리,0.0
1436,술잔,0.0
1437,술집,0.0
1438,숫자,0.0
1439,슈퍼마켓,0.0
1440,스님,0.0
1441,스스로,0.0
1442,스승,0.0
1443,스웨터,0.0
1444,스위치,0.0
1445,스케이트,0.0
1446,스케줄,0.0
1447,스키,0.0
1448,스키장,0.0
1449,스타,0.0
1450,스타일,0.0
1451,스튜디오,0.0
1452,스트레스,0.0
1453,스포츠,0.0
1454,슬픔,0.0
1455,습관,0.0
1456,습기,0.0
1457,승객,0.0
1458,승리,0.0
1459,승부,0.0
1460,승용차,0.0
1461,승진,0.0
1462,시각,0.0
1463,시간,0.0
1464,시계,0.0
1465,시골,0.0
1466,시금치,0.0
1467,시기,0.0
1468,시나리오,0.0
1469,시내,0.0
1470,시내버스,0.0
1471,시대,0.0
1472,시대적,0.0
1473,시댁,0.0
1474,시도,0.0
1475,시디,0.0
1476,시디롬,0.0
1477,시리즈,0.0
1478,시멘트,0.0
1479,시민,0.0
1480,시부모,0.0
1481,시선,0.0
1482,시설,0.0
1483,시스템,0.0
1484,시아버지,0.0
1485,시야,0.0
1486,시어머니,0.0
1487,시외,0.0
1488,시외버스,0.0
1489,시월,0.0
1490,시위,0.0
1491,시인,0.0
1492,시일,0.0
1493,시작,0.0
1494,시장,0.0
1495,시절,0.0
1496,시점,0.0
1497,시중,0.0
1498,시즌,0.0
1499,시집,0.0
1500,시청,0.0
1501,시청률,0.0
1502,시청자,0.0
1503,시합,0.0
1504,시험,0.0
1505,식구,0.0
1506,식기,0.0
1507,식당,0.0
1508,식량,0.0
1509,식료품,0.0
1510,식물,0.0
1511,식빵,0.0
1512,식사,0.0
1513,식생활,0.0
1514,식욕,0.0
1515,식용유,0.0
1516,식초,0.0
1517,식탁,0.0
1518,식품,0.0
1519,식품점,0.0
1520,신경,0.0
1521,신고,0.0
1522,신규,0.0
1523,신념,0.0
1524,신랑,0.0
1525,신문,0.0
1526,신문사,0.0
1527,신문지,0.0
1528,신발,0.0
1529,신부,0.0
1530,신분,0.0
1531,신비,0.0
1532,신사,0.0
1533,신설,0.0
1534,신세,0.0
1535,신세대,0.0
1536,신용,0.0
1537,신인,0.0
1538,신입생,0.0
1539,신제품,0.0
1540,신청,0.0
1541,신청서,0.0
1542,신체,0.0
1543,신체적,0.0
1544,신호,0.0
1545,신호등,0.0
1546,신혼부부,0.0
1547,신혼여행,0.0
1548,신화,0.0
1549,실감,0.0
1550,실내,0.0
1551,실력,0.0
1552,실례,0.0
1553,실망,0.0
1554,실수,0.0
1555,실습,0.0
1556,실시,0.0
1557,실장,0.0
1558,실정,0.0
1559,실제,0.0
1560,실질적,0.0
1561,실천,0.0
1562,실체,0.0
1563,실태,0.0
1564,실패,0.0
1565,실험,0.0
1566,실현,0.0
1567,심리,0.0
1568,심리적,0.0
1569,심부름,0.0
1570,심사,0.0
1571,심장,0.0
1572,심정,0.0
1573,심판,0.0
1574,십이월,0.0
1575,십일월,0.0
1576,싸구려,0.0
1577,싸움,0.0
1578,싼값,0.0
1579,쌍둥이,0.0
1580,쓰레기,0.0
1581,쓰레기통,0.0
1582,쓴맛,0.0
1583,씨름,0.0
1584,씨앗,0.0
1585,아가씨,0.0
1586,아기,0.0
1587,아까,0.0
1588,아나운서,0.0
1589,아내,0.0
1590,아드님,0.0
1591,아들,0.0
1592,아래,0.0
1593,아래쪽,0.0
1594,아래층,0.0
1595,아랫사람,0.0
1596,아르바이트,0.0
1597,아무것,0.0
1598,아버님,0.0
1599,아버지,0.0
1600,아빠,0.0
1601,아쉬움,0.0
1602,아스팔트,0.0
1603,아이,0.0
1604,아이디어,0.0
1605,아이스크림,0.0
1606,아저씨,0.0
1607,아주머니,0.0
1608,아줌마,0.0
1609,아침,0.0
1610,아파트,0.0
1611,아픔,0.0
1612,악기,0.0
1613,악몽,0.0
1614,악수,0.0
1615,안개,0.0
1616,안경,0.0
1617,안과,0.0
1618,안내,0.0
1619,안방,0.0
1620,안부,0.0
1621,안전,0.0
1622,안정,0.0
1623,안주,0.0
1624,안쪽,0.0
1625,안팎,0.0
1626,알루미늄,0.0
1627,알코올,0.0
1628,암시,0.0
1629,암컷,0.0
1630,압력,0.0
1631,앞길,0.0
1632,앞날,0.0
1633,앞뒤,0.0
1634,앞문,0.0
1635,앞바다,0.0
1636,앞쪽,0.0
1637,애인,0.0
1638,애정,0.0
1639,애초,0.0
1640,액세서리,0.0
1641,액수,0.0
1642,앨범,0.0
1643,야간,0.0
1644,야구,0.0
1645,야구장,0.0
1646,야단,0.0
1647,야외,0.0
1648,야채,0.0
1649,약간,0.0
1650,약국,0.0
1651,약속,0.0
1652,약수,0.0
1653,약점,0.0
1654,약품,0.0
1655,약혼녀,0.0
1656,약혼자,0.0
1657,양국,0.0
1658,양념,0.0
1659,양력,0.0
1660,양말,0.0
1661,양배추,0.0
1662,양보,0.0
1663,양복,0.0
1664,양상추,0.0
1665,양식,0.0
1666,양심,0.0
1667,양옆,0.0
1668,양주,0.0
1669,양쪽,0.0
1670,양파,0.0
1671,얘기,0.0
1672,어깨,0.0
1673,어둠,0.0
1674,어려움,0.0
1675,어른,0.0
1676,어린아이,0.0
1677,어린애,0.0
1678,어린이,0.0
1679,어린이날,0.0
1680,어머니,0.0
1681,어머님,0.0
1682,어저께,0.0
1683,어제,0.0
1684,어젯밤,0.0
1685,언니,0.0
1686,언덕,0.0
1687,언론,0.0
1688,언어,0.0
1689,얼굴,0.0
1690,얼마,0.0
1691,얼마간,0.0
1692,얼음,0.0
1693,엄마,0.0
1694,업무,0.0
1695,업종,0.0
1696,업체,0.0
1697,엉덩이,0.0
1698,엉망,0.0
1699,엉터리,0.0
1700,에너지,0.0
1701,에어컨,0.0
1702,엔진,0.0
1703,엘리베이터,0.0
1704,여가,0.0
1705,여건,0.0
1706,여고생,0.0
1707,여관,0.0
1708,여군,0.0
1709,여권,0.0
1710,여기저기,0.0
1711,여대생,0.0
1712,여동생,0.0
1713,여럿,0.0
1714,여론,0.0
1715,여름,0.0
1716,여름철,0.0
1717,여성,0.0
1718,여왕,0.0
1719,여우,0.0
1720,여유,0.0
1721,여인,0.0
1722,여자,0.0
1723,여직원,0.0
1724,여학생,0.0
1725,여행,0.0
1726,여행사,0.0
1727,역사,0.0
1728,역사가,0.0
1729,역사상,0.0
1730,역사적,0.0
1731,역사학,0.0
1732,역할,0.0
1733,연간,0.0
1734,연결,0.0
1735,연관,0.0
1736,연구,0.0
1737,연구소,0.0
1738,연구실,0.0
1739,연구원,0.0
1740,연구자,0.0
1741,연극,0.0
1742,연기,0.0
1743,연기자,0.0
1744,연두색,0.0
1745,연락,0.0
1746,연락처,0.0
1747,연령,0.0
1748,연말,0.0
1749,연설,0.0
1750,연세,0.0
1751,연속,0.0
1752,연습,0.0
1753,연애,0.0
1754,연예인,0.0
1755,연인,0.0
1756,연장,0.0
1757,연주,0.0
1758,연출,0.0
1759,연필,0.0
1760,연합,0.0
1761,연휴,0.0
1762,열기,0.0
1763,열매,0.0
1764,열쇠,0.0
1765,열정,0.0
1766,열차,0.0
1767,열흘,0.0
1768,염려,0.0
1769,엽서,0.0
1770,영남,0.0
1771,영상,0.0
1772,영양,0.0
1773,영어,0.0
1774,영업,0.0
1775,영역,0.0
1776,영웅,0.0
1777,영하,0.0
1778,영향,0.0
1779,영향력,0.0
1780,영혼,0.0
1781,영화,0.0
1782,영화관,0.0
1783,영화배우,0.0
1784,영화제,0.0
1785,옆구리,0.0
1786,옆방,0.0
1787,옆집,0.0
1788,예감,0.0
1789,예금,0.0
1790,예방,0.0
1791,예보,0.0
1792,예비,0.0
1793,예산,0.0
1794,예상,0.0
1795,예선,0.0
1796,예술,0.0
1797,예술가,0.0
1798,예술적,0.0
1799,예습,0.0
1800,예식장,0.0
1801,예약,0.0
1802,예외,0.0
1803,예의,0.0
1804,예전,0.0
1805,예절,0.0
1806,예정,0.0
1807,옛날,0.0
1808,옛날이야기,0.0
1809,오늘,0.0
1810,오늘날,0.0
1811,오락,0.0
1812,오래간만,0.0
1813,오래전,0.0
1814,오랜만,0.0
1815,오랫동안,0.0
1816,오렌지,0.0
1817,오른발,0.0
1818,오른손,0.0
1819,오른쪽,0.0
1820,오리,0.0
1821,오븐,0.0
1822,오빠,0.0
1823,오염,0.0
1824,오월,0.0
1825,오이,0.0
1826,오전,0.0
1827,오징어,0.0
1828,오페라,0.0
1829,오피스텔,0.0
1830,오해,0.0
1831,오후,0.0
1832,옥상,0.0
1833,옥수수,0.0
1834,온도,0.0
1835,온돌,0.0
1836,온라인,0.0
1837,온몸,0.0
1838,온종일,0.0
1839,올가을,0.0
1840,올림픽,0.0
1841,올여름,0.0
1842,올해,0.0
1843,옷차림,0.0
1844,와이셔츠,0.0
1845,와인,0.0
1846,완성,0.0
1847,완전,0.0
1848,왕비,0.0
1849,왕자,0.0
1850,외갓집,0.0
1851,외과,0.0
1852,외교,0.0
1853,외교관,0.0
1854,외국,0.0
1855,외국어,0.0
1856,외국인,0.0
1857,외로움,0.0
1858,외모,0.0
1859,외부,0.0
1860,외삼촌,0.0
1861,외아들,0.0
1862,외제,0.0
1863,외출,0.0
1864,외침,0.0
1865,외할머니,0.0
1866,외할아버지,0.0
1867,왼발,0.0
1868,왼손,0.0
1869,왼쪽,0.0
1870,요구,0.0
1871,요금,0.0
1872,요리,0.0
1873,요리사,0.0
1874,요새,0.0
1875,요일,0.0
1876,요즈음,0.0
1877,요즘,0.0
1878,요청,0.0
1879,욕실,0.0
1880,욕심,0.0
1881,용기,0.0
1882,용도,0.0
1883,용돈,0.0
1884,용서,0.0
1885,용어,0.0
1886,우려,0.0
1887,우리나라,0.0
1888,우리말,0.0
1889,우산,0.0
1890,우승,0.0
1891,우유,0.0
1892,우정,0.0
1893,우주,0.0
1894,우체국,0.0
1895,우편,0.0
1896,우표,0.0
1897,운동,0.0
1898,운동복,0.0
1899,운동장,0.0
1900,운동화,0.0
1901,운명,0.0
1902,운반,0.0
1903,운전,0.0
1904,운전기사,0.0
1905,운전사,0.0
1906,운전자,0.0
1907,운행,0.0
1908,울음,0.0
1909,울음소리,0.0
1910,움직임,0.0
1911,웃어른,0.0
1912,웃음,0.0
1913,웃음소리,0.0
1914,원고,0.0
1915,원래,0.0
1916,원서,0.0
1917,원숭이,0.0
1918,원인,0.0
1919,원장,0.0
1920,원피스,0.0
1921,월급,0.0
1922,월드컵,0.0
1923,월세,0.0
1924,월요일,0.0
1925,웨이터,0.0
1926,웬일,0.0
1927,위기,0.0
1928,위로,0.0
1929,위반,0.0
1930,위법,0.0
1931,위성,0.0
1932,위아래,0.0
1933,위원,0.0
1934,위원장,0.0
1935,위주,0.0
1936,위쪽,0.0
1937,위층,0.0
1938,위치,0.0
1939,위험,0.0
1940,위험성,0.0
1941,위협,0.0
1942,윗몸,0.0
1943,윗사람,0.0
1944,유교,0.0
1945,유리,0.0
1946,유리창,0.0
1947,유머,0.0
1948,유명,0.0
1949,유물,0.0
1950,유산,0.0
1951,유월,0.0
1952,유적,0.0
1953,유적지,0.0
1954,유치원,0.0
1955,유학,0.0
1956,유학생,0.0
1957,유행,0.0
1958,유형,0.0
1959,육군,0.0
1960,육상,0.0
1961,육체,0.0
1962,육체적,0.0
1963,은행,0.0
1964,은행나무,0.0
1965,음력,0.0
1966,음료,0.0
1967,음료수,0.0
1968,음반,0.0
1969,음성,0.0
1970,음식,0.0
1971,음식물,0.0
1972,음식점,0.0
1973,음악,0.0
1974,음악가,0.0
1975,음주,0.0
1976,의견,0.0
1977,의논,0.0
1978,의도,0.0
1979,의도적,0.0
1980,의류,0.0
1981,의무,0.0
1982,의문,0.0
1983,의미,0.0
1984,의복,0.0
1985,의사,0.0
1986,의식,0.0
1987,의심,0.0
1988,의욕,0.0
1989,의원,0.0
1990,의자,0.0
1991,의지,0.0
1992,의학,0.0
1993,이것저것,0.0
1994,이곳저곳,0.0
1995,이날,0.0
1996,이내,0.0
1997,이념,0.0
1998,이다음,0.0
1999,이달,0.0
2000,이데올로기,0.0
2001,이동,0.0
2002,이때,0.0
2003,이력서,0.0
2004,이론적,0.0
2005,이름,0.0
2006,이마,0.0
2007,이모,0.0
2008,이미지,0.0
2009,이민,0.0
2010,이발소,0.0
2011,이번,0.0
2012,이별,0.0
2013,이불,0.0
2014,이빨,0.0
2015,이사,0.0
2016,이사장,0.0
2017,이상,0.0
2018,이상적,0.0
2019,이성,0.0
2020,이슬,0.0
2021,이야기,0.0
2022,이외,0.0
2023,이용,0.0
2024,이용자,0.0
2025,이웃,0.0
2026,이웃집,0.0
2027,이월,0.0
2028,이유,0.0
2029,이익,0.0
2030,이자,0.0
2031,이전,0.0
2032,이제,0.0
2033,이중,0.0
2034,이튿날,0.0
2035,이틀,0.0
2036,이하,0.0
2037,이해,0.0
2038,이해관계,0.0
2039,이혼,0.0
2040,이후,0.0
2041,인간,0.0
2042,인간관계,0.0
2043,인간성,0.0
2044,인간적,0.0
2045,인격,0.0
2046,인공,0.0
2047,인구,0.0
2048,인근,0.0
2049,인기,0.0
2050,인도,0.0
2051,인류,0.0
2052,인물,0.0
2053,인사,0.0
2054,인사말,0.0
2055,인삼,0.0
2056,인삼차,0.0
2057,인상,0.0
2058,인상적,0.0
2059,인생,0.0
2060,인쇄,0.0
2061,인연,0.0
2062,인원,0.0
2063,인재,0.0
2064,인제,0.0
2065,인종,0.0
2066,인체,0.0
2067,인터넷,0.0
2068,인터뷰,0.0
2069,인하,0.0
2070,인형,0.0
2071,일기,0.0
2072,일등,0.0
2073,일반,0.0
2074,일반인,0.0
2075,일반적,0.0
2076,일본어,0.0
2077,일부,0.0
2078,일상,0.0
2079,일상생활,0.0
2080,일상적,0.0
2081,일생,0.0
2082,일손,0.0
2083,일시적,0.0
2084,일식,0.0
2085,일쑤,0.0
2086,일요일,0.0
2087,일월,0.0
2088,일자,0.0
2089,일자리,0.0
2090,일정,0.0
2091,일종,0.0
2092,일주일,0.0
2093,일체,0.0
2094,일치,0.0
2095,일행,0.0
2096,일회용,0.0
2097,일회용품,0.0
2098,임금,0.0
2099,임무,0.0
2100,임시,0.0
2101,임신,0.0
2102,임신부,0.0
2103,입구,0.0
2104,입국,0.0
2105,입대,0.0
2106,입력,0.0
2107,입맛,0.0
2108,입사,0.0
2109,입술,0.0
2110,입시,0.0
2111,입원,0.0
2112,입장,0.0
2113,입학,0.0
2114,자가용,0.0
2115,자격,0.0
2116,자격증,0.0
2117,자극,0.0
2118,자기,0.0
2119,자녀,0.0
2120,자동,0.0
2121,자동차,0.0
2122,자랑,0.0
2123,자료,0.0
2124,자리,0.0
2125,자매,0.0
2126,자부심,0.0
2127,자살,0.0
2128,자세,0.0
2129,자식,0.0
2130,자신,0.0
2131,자신감,0.0
2132,자연,0.0
2133,자연적,0.0
2134,자연현상,0.0
2135,자연환경,0.0
2136,자원,0.0
2137,자유,0.0
2138,자율,0.0
2139,자장면,0.0
2140,자전거,0.0
2141,자정,0.0
2142,자존심,0.0
2143,자체,0.0
2144,자취,0.0
2145,자판,0.0
2146,자판기,0.0
2147,작가,0.0
2148,작년,0.0
2149,작성,0.0
2150,작업,0.0
2151,작용,0.0
2152,작은딸,0.0
2153,작은아들,0.0
2154,작은아버지,0.0
2155,작은어머니,0.0
2156,작품,0.0
2157,잔디,0.0
2158,잔디밭,0.0
2159,잔치,0.0
2160,잘못,0.0
2161,잠깐,0.0
2162,잠바,0.0
2163,잠수함,0.0
2164,잠시,0.0
2165,잠옷,0.0
2166,잠자리,0.0
2167,잡지,0.0
2168,장가,0.0
2169,장갑,0.0
2170,장관,0.0
2171,장군,0.0
2172,장기간,0.0
2173,장기적,0.0
2174,장난,0.0
2175,장난감,0.0
2176,장남,0.0
2177,장래,0.0
2178,장례,0.0
2179,장례식,0.0
2180,장르,0.0
2181,장마,0.0
2182,장면,0.0
2183,장모,0.0
2184,장모님,0.0
2185,장미,0.0
2186,장비,0.0
2187,장사,0.0
2188,장사꾼,0.0
2189,장소,0.0
2190,장수,0.0
2191,장식,0.0
2192,장애인,0.0
2193,장인,0.0
2194,장점,0.0
2195,장학금,0.0
2196,재능,0.0
2197,재료,0.0
2198,재미,0.0
2199,재산,0.0
2200,재생,0.0
2201,재수,0.0
2202,재작년,0.0
2203,재정,0.0
2204,재주,0.0
2205,재즈,0.0
2206,재채기,0.0
2207,재판,0.0
2208,재학,0.0
2209,재활용,0.0
2210,재활용품,0.0
2211,저고리,0.0
2212,저녁,0.0
2213,저녁때,0.0
2214,저번,0.0
2215,저울,0.0
2216,저자,0.0
2217,저축,0.0
2218,적극,0.0
2219,적극적,0.0
2220,적성,0.0
2221,적용,0.0
2222,적응,0.0
2223,전개,0.0
2224,전공,0.0
2225,전구,0.0
2226,전국,0.0
2227,전국적,0.0
2228,전기,0.0
2229,전기밥솥,0.0
2230,전날,0.0
2231,전달,0.0
2232,전망,0.0
2233,전문,0.0
2234,전문가,0.0
2235,전문적,0.0
2236,전문점,0.0
2237,전문직,0.0
2238,전반,0.0
2239,전반적,0.0
2240,전부,0.0
2241,전선,0.0
2242,전설,0.0
2243,전세,0.0
2244,전시,0.0
2245,전시장,0.0
2246,전시회,0.0
2247,전용,0.0
2248,전자,0.0
2249,전쟁,0.0
2250,전철,0.0
2251,전체,0.0
2252,전체적,0.0
2253,전통,0.0
2254,전통문화,0.0
2255,전통적,0.0
2256,전화,0.0
2257,전화기,0.0
2258,전화번호,0.0
2259,전환,0.0
2260,전후,0.0
2261,절대,0.0
2262,절대적,0.0
2263,절망,0.0
2264,절반,0.0
2265,절약,0.0
2266,절차,0.0
2267,젊은이,0.0
2268,젊음,0.0
2269,점검,0.0
2270,점수,0.0
2271,점심,0.0
2272,점심때,0.0
2273,점심시간,0.0
2274,점원,0.0
2275,접근,0.0
2276,접시,0.0
2277,접촉,0.0
2278,젓가락,0.0
2279,정거장,0.0
2280,정기,0.0
2281,정기적,0.0
2282,정답,0.0
2283,정당,0.0
2284,정도,0.0
2285,정류장,0.0
2286,정리,0.0
2287,정말,0.0
2288,정면,0.0
2289,정문,0.0
2290,정반대,0.0
2291,정보,0.0
2292,정보화,0.0
2293,정부,0.0
2294,정비,0.0
2295,정상,0.0
2296,정상적,0.0
2297,정성,0.0
2298,정식,0.0
2299,정신,0.0
2300,정신과,0.0
2301,정신적,0.0
2302,정오,0.0
2303,정원,0.0
2304,정장,0.0
2305,정지,0.0
2306,정치,0.0
2307,정치권,0.0
2308,정치인,0.0
2309,정치적,0.0
2310,정치학,0.0
2311,제공,0.0
2312,제과점,0.0
2313,제도적,0.0
2314,제목,0.0
2315,제비,0.0
2316,제사,0.0
2317,제삿날,0.0
2318,제시,0.0
2319,제안,0.0
2320,제약,0.0
2321,제의,0.0
2322,제일,0.0
2323,제자,0.0
2324,제자리,0.0
2325,제작,0.0
2326,제출,0.0
2327,제품,0.0
2328,제한,0.0
2329,조각,0.0
2330,조개,0.0
2331,조건,0.0
2332,조금,0.0
2333,조기,0.0
2334,조깅,0.0
2335,조명,0.0
2336,조미료,0.0
2337,조사,0.0
2338,조상,0.0
2339,조절,0.0
2340,조정,0.0
2341,조직,0.0
2342,조카,0.0
2343,존댓말,0.0
2344,존재,0.0
2345,졸업,0.0
2346,졸업생,0.0
2347,졸음,0.0
2348,종교,0.0
2349,종교적,0.0
2350,종류,0.0
2351,종소리,0.0
2352,종업원,0.0
2353,종이,0.0
2354,종이컵,0.0
2355,종일,0.0
2356,종합,0.0
2357,좌석,0.0
2358,좌우,0.0
2359,죄인,0.0
2360,주거,0.0
2361,주관적,0.0
2362,주름,0.0
2363,주름살,0.0
2364,주말,0.0
2365,주머니,0.0
2366,주먹,0.0
2367,주문,0.0
2368,주민,0.0
2369,주방,0.0
2370,주변,0.0
2371,주부,0.0
2372,주사,0.0
2373,주소,0.0
2374,주스,0.0
2375,주식,0.0
2376,주요,0.0
2377,주위,0.0
2378,주의,0.0
2379,주인,0.0
2380,주인공,0.0
2381,주장,0.0
2382,주전자,0.0
2383,주제,0.0
2384,주차,0.0
2385,주차장,0.0
2386,주택,0.0
2387,주한,0.0
2388,죽음,0.0
2389,준비,0.0
2390,준비물,0.0
2391,줄거리,0.0
2392,줄기,0.0
2393,줄무늬,0.0
2394,중간,0.0
2395,중계방송,0.0
2396,중국어,0.0
2397,중국집,0.0
2398,중년,0.0
2399,중단,0.0
2400,중독,0.0
2401,중반,0.0
2402,중부,0.0
2403,중세,0.0
2404,중소기업,0.0
2405,중순,0.0
2406,중식,0.0
2407,중심,0.0
2408,중심지,0.0
2409,중앙,0.0
2410,중요,0.0
2411,중요성,0.0
2412,중학교,0.0
2413,중학생,0.0
2414,즉석,0.0
2415,즉시,0.0
2416,즐거움,0.0
2417,증가,0.0
2418,증거,0.0
2419,증권,0.0
2420,증권사,0.0
2421,증상,0.0
2422,증세,0.0
2423,지각,0.0
2424,지갑,0.0
2425,지구,0.0
2426,지금,0.0
2427,지급,0.0
2428,지난날,0.0
2429,지난달,0.0
2430,지난번,0.0
2431,지난주,0.0
2432,지난해,0.0
2433,지능,0.0
2434,지대,0.0
2435,지도,0.0
2436,지도자,0.0
2437,지름길,0.0
2438,지방,0.0
2439,지붕,0.0
2440,지속적,0.0
2441,지시,0.0
2442,지식,0.0
2443,지식인,0.0
2444,지역,0.0
2445,지우개,0.0
2446,지원,0.0
2447,지위,0.0
2448,지적,0.0
2449,지점,0.0
2450,지지,0.0
2451,지진,0.0
2452,지출,0.0
2453,지폐,0.0
2454,지하,0.0
2455,지하도,0.0
2456,지하철,0.0
2457,지혜,0.0
2458,직선,0.0
2459,직업,0.0
2460,직원,0.0
2461,직장,0.0
2462,직장인,0.0
2463,직전,0.0
2464,직접,0.0
2465,직접적,0.0
2466,직후,0.0
2467,진급,0.0
2468,진단,0.0
2469,진달래,0.0
2470,진동,0.0
2471,진로,0.0
2472,진료,0.0
2473,진리,0.0
2474,진실,0.0
2475,진심,0.0
2476,진짜,0.0
2477,진찰,0.0
2478,진출,0.0
2479,진통,0.0
2480,진행,0.0
2481,진행자,0.0
2482,질문,0.0
2483,질병,0.0
2484,질서,0.0
2485,질적,0.0
2486,짐작,0.0
2487,집단,0.0
2488,집단적,0.0
2489,집안,0.0
2490,집안일,0.0
2491,집중,0.0
2492,집중적,0.0
2493,짜증,0.0
2494,찌개,0.0
2495,찌꺼기,0.0
2496,차남,0.0
2497,차량,0.0
2498,차례,0.0
2499,차림,0.0
2500,차별,0.0
2501,차선,0.0
2502,차이,0.0
2503,차이점,0.0
2504,차창,0.0
2505,착각,0.0
2506,찬물,0.0
2507,찬성,0.0
2508,참가,0.0
2509,참기름,0.0
2510,참새,0.0
2511,참석,0.0
2512,참석자,0.0
2513,참여,0.0
2514,참외,0.0
2515,참조,0.0
2516,찻잔,0.0
2517,창가,0.0
2518,창고,0.0
2519,창구,0.0
2520,창문,0.0
2521,창밖,0.0
2522,창작,0.0
2523,창조,0.0
2524,창조적,0.0
2525,채널,0.0
2526,채소,0.0
2527,채점,0.0
2528,책가방,0.0
2529,책방,0.0
2530,책상,0.0
2531,책임,0.0
2532,책임감,0.0
2533,책임자,0.0
2534,챔피언,0.0
2535,처녀,0.0
2536,처리,0.0
2537,처벌,0.0
2538,처음,0.0
2539,처지,0.0
2540,천국,0.0
2541,천둥,0.0
2542,천장,0.0
2543,천재,0.0
2544,철도,0.0
2545,철학,0.0
2546,철학자,0.0
2547,철학적,0.0
2548,첫날,0.0
2549,청년,0.0
2550,청바지,0.0
2551,청소,0.0
2552,청소기,0.0
2553,청소년,0.0
2554,청춘,0.0
2555,체계적,0.0
2556,체력,0.0
2557,체온,0.0
2558,체육,0.0
2559,체육관,0.0
2560,체조,0.0
2561,체중,0.0
2562,체험,0.0
2563,초기,0.0
2564,초대,0.0
2565,초등학교,0.0
2566,초등학생,0.0
2567,초록색,0.0
2568,초반,0.0
2569,초밥,0.0
2570,초보,0.0
2571,초보자,0.0
2572,초상화,0.0
2573,초순,0.0
2574,초여름,0.0
2575,초원,0.0
2576,초저녁,0.0
2577,초점,0.0
2578,초청,0.0
2579,초청장,0.0
2580,초콜릿,0.0
2581,촛불,0.0
2582,총각,0.0
2583,총리,0.0
2584,총장,0.0
2585,촬영,0.0
2586,최고,0.0
2587,최고급,0.0
2588,최근,0.0
2589,최대,0.0
2590,최대한,0.0
2591,최상,0.0
2592,최선,0.0
2593,최소,0.0
2594,최소한,0.0
2595,최신,0.0
2596,최악,0.0
2597,최저,0.0
2598,최종,0.0
2599,최초,0.0
2600,최후,0.0
2601,추가,0.0
2602,추석,0.0
2603,추억,0.0
2604,추위,0.0
2605,추진,0.0
2606,추천,0.0
2607,추측,0.0
2608,축구,0.0
2609,축구공,0.0
2610,축구장,0.0
2611,축소,0.0
2612,축제,0.0
2613,축하,0.0
2614,출구,0.0
2615,출국,0.0
2616,출근,0.0
2617,출발,0.0
2618,출발점,0.0
2619,출산,0.0
2620,출신,0.0
2621,출연,0.0
2622,출입,0.0
2623,출입국,0.0
2624,출입문,0.0
2625,출장,0.0
2626,출퇴근,0.0
2627,출판,0.0
2628,출판사,0.0
2629,충격,0.0
2630,충격적,0.0
2631,충고,0.0
2632,충돌,0.0
2633,취미,0.0
2634,취소,0.0
2635,취업,0.0
2636,취재,0.0
2637,취직,0.0
2638,취향,0.0
2639,치과,0.0
2640,치료,0.0
2641,치료법,0.0
2642,치마,0.0
2643,치아,0.0
2644,치약,0.0
2645,치즈,0.0
2646,친구,0.0
2647,친절,0.0
2648,친정,0.0
2649,친척,0.0
2650,칠월,0.0
2651,칠판,0.0
2652,침대,0.0
2653,침묵,0.0
2654,침실,0.0
2655,칫솔,0.0
2656,칭찬,0.0
2657,카드,0.0
2658,카레,0.0
2659,카메라,0.0
2660,카운터,0.0
2661,카페,0.0
2662,칼국수,0.0
2663,캐릭터,0.0
2664,캠퍼스,0.0
2665,캠페인,0.0
2666,커튼,0.0
2667,커피,0.0
2668,컨디션,0.0
2669,컬러,0.0
2670,컴퓨터,0.0
2671,케첩,0.0
2672,코끝,0.0
2673,코끼리,0.0
2674,코너,0.0
2675,코드,0.0
2676,코미디,0.0
2677,코스,0.0
2678,코스모스,0.0
2679,코치,0.0
2680,코트,0.0
2681,코피,0.0
2682,콘서트,0.0
2683,콜라,0.0
2684,콤플렉스,0.0
2685,콩나물,0.0
2686,쾌감,0.0
2687,쿠데타,0.0
2688,크기,0.0
2689,크리스마스,0.0
2690,크림,0.0
2691,큰길,0.0
2692,큰딸,0.0
2693,큰소리,0.0
2694,큰아들,0.0
2695,큰아버지,0.0
2696,큰어머니,0.0
2697,큰일,0.0
2698,큰절,0.0
2699,클래식,0.0
2700,클럽,0.0
2701,키스,0.0
2702,타락,0.0
2703,타입,0.0
2704,타자기,0.0
2705,탁구,0.0
2706,탁자,0.0
2707,탄생,0.0
2708,태권도,0.0
2709,태도,0.0
2710,태아,0.0
2711,태양,0.0
2712,태풍,0.0
2713,택시,0.0
2714,탤런트,0.0
2715,터널,0.0
2716,터미널,0.0
2717,테니스,0.0
2718,테러,0.0
2719,테스트,0.0
2720,테이블,0.0
2721,테이프,0.0
2722,텍스트,0.0
2723,텔레비전,0.0
2724,토끼,0.0
2725,토대,0.0
2726,토론,0.0
2727,토론자,0.0
2728,토론회,0.0
2729,토마토,0.0
2730,토요일,0.0
2731,통계,0.0
2732,통과,0.0
